MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1098684	Eif2a	eukaryotic translation initiation factor 2A	3		endoplasmic reticulum unfolded protein response	has the participant Eif2ak3		TAS		J:171795 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		endoplasmic reticulum unfolded protein response			IDA		J:94221 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		eiF2alpha phosphorylation in response to endoplasmic reticulum stress			IMP		J:296095 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		eiF2alpha phosphorylation in response to endoplasmic reticulum stress			ISO	Q9NZJ5 	J:164563 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		endoplasmic reticulum unfolded protein response			IDA		J:51759 J:85958 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		endoplasmic reticulum unfolded protein response			IMP	MGI:2177666 	J:62257 J:70005 J:94221 J:99655 J:107108 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		endoplasmic reticulum unfolded protein response			ISO	Q9NZJ5 	J:164563 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		endoplasmic reticulum unfolded protein response	has the participant Eif2a		TAS		J:171795 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		ER overload response			ISO	Q9NZJ5 	J:164563 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP	MGI:2177666 	J:70005 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		negative regulation of translation in response to endoplasmic reticulum stress			IDA		J:51759 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		PERK-mediated unfolded protein response			IMP		J:124910 J:296095 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IGI	MGI:1913418 	J:203180 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	uses UniProtKB:P35639|uses UniProtKB:Q60765		IMP		J:124910 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IMP		J:99455 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q9NZJ5 	J:164563 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		response to endoplasmic reticulum stress			IDA		J:99455 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		response to endoplasmic reticulum stress			IMP		J:218003 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		response to endoplasmic reticulum stress			ISO	Q9NZJ5 	J:164563 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		ubiquitin-dependent ERAD pathway			IMP		J:296095 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		eiF2alpha phosphorylation in response to endoplasmic reticulum stress			ISO	Q9P2K8 	J:164563 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		endoplasmic reticulum unfolded protein response			IMP	MGI:2387965 	J:107108 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		response to endoplasmic reticulum stress			IGI	Q9Z2B5 	J:124910 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		response to endoplasmic reticulum stress			ISO	Q13144 	J:164563 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		PERK-mediated unfolded protein response			ISO	P05198 	J:164563 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		response to endoplasmic reticulum stress			IDA		J:99455 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		response to endoplasmic reticulum stress			ISO	P05198 	J:164563 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		positive regulation of translation in response to endoplasmic reticulum stress			ISO	Q04637 	J:164563 	
MGI:1276116	Ep300	E1A binding protein p300	15		positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response			IDA		J:215876 	
MGI:1914003	Erlec1	endoplasmic reticulum lectin 1	11		negative regulation of retrograde protein transport, ER to cytosol			ISO	Q96DZ1 	J:164563 	
MGI:1914003	Erlec1	endoplasmic reticulum lectin 1	11		ubiquitin-dependent ERAD pathway			ISO	Q96DZ1 	J:164563 	
MGI:2387613	Erlin1	ER lipid raft associated 1	19		ubiquitin-dependent ERAD pathway			ISO	O75477 	J:164563 	
MGI:2387215	Erlin2	ER lipid raft associated 2	8		ubiquitin-dependent ERAD pathway			ISO	O94905 	J:164563 	
MGI:106250	Ermp1	endoplasmic reticulum metallopeptidase 1	19		endoplasmic reticulum unfolded protein response			ISO	Q7Z2K6 	J:164563 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		endoplasmic reticulum unfolded protein response			IDA		J:62257 J:70005 J:95320 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		endoplasmic reticulum unfolded protein response			TAS		J:171795 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IBA	PTN000359335 	J:265628 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IDA		J:66969 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:147348 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		IRE1-mediated unfolded protein response			IBA	PTN000359335 	J:265628 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		IRE1-mediated unfolded protein response			IDA		J:210646 J:255334 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		IRE1-mediated unfolded protein response			ISO	O75460 	J:164563 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		positive regulation of endoplasmic reticulum unfolded protein response			ISO	O75460 	J:164563 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		response to endoplasmic reticulum stress			ISO	O75460 	J:164563 	
MGI:1349436	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	7		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IBA	PTN000359335 	J:265628 	
MGI:1349436	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	7		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IDA		J:57921 	
MGI:1349436	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	7		IRE1-mediated unfolded protein response			IBA	PTN000359335 	J:265628 	
MGI:1349436	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	7		response to endoplasmic reticulum stress			IDA		J:132966 	
MGI:1349436	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	7		response to endoplasmic reticulum stress			IMP	MGI:2677494 	J:67934 	
MGI:1354385	Ero1a	endoplasmic reticulum oxidoreductase 1 alpha	14		endoplasmic reticulum unfolded protein response			IDA		J:95320 	
MGI:1354385	Ero1a	endoplasmic reticulum oxidoreductase 1 alpha	14		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:153833 	
MGI:1354385	Ero1a	endoplasmic reticulum oxidoreductase 1 alpha	14		response to endoplasmic reticulum stress			IDA		J:153833 	
MGI:1916437	Erp27	endoplasmic reticulum protein 27	6		response to endoplasmic reticulum stress			IBA	PTN000432607 	J:265628 	
MGI:1914647	Erp29	endoplasmic reticulum protein 29	5		regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:217253 	
MGI:1923549	Erp44	endoplasmic reticulum protein 44	4		response to endoplasmic reticulum stress			ISO	Q9BS26 	J:164563 	
MGI:1923827	Faf2	Fas associated factor family member 2	13		retrograde protein transport, ER to cytosol			ISO	Q96CS3 	J:164563 	
MGI:1923827	Faf2	Fas associated factor family member 2	13		ubiquitin-dependent ERAD pathway			ISO	Q96CS3 	J:164563 	
MGI:2446216	Fbxo2	F-box protein 2	4		ubiquitin-dependent ERAD pathway			IBA	PTN000252369 	J:265628 	
MGI:2446216	Fbxo2	F-box protein 2	4		ubiquitin-dependent ERAD pathway			IDA		J:96950 	
MGI:1354743	Fbxo6	F-box protein 6	4		ubiquitin-dependent ERAD pathway			IBA	PTN000252369 	J:265628 	
MGI:1354743	Fbxo6	F-box protein 6	4		ubiquitin-dependent ERAD pathway			IMP		J:86383 	
MGI:1354743	Fbxo6	F-box protein 6	4		ubiquitin-dependent glycoprotein ERAD pathway			IC	GO:0005515 	J:222147 	
MGI:1354707	Fbxo17	F-box protein 17	7		ubiquitin-dependent ERAD pathway			IBA	PTN000252369 	J:265628 	
MGI:2685007	Fbxo27	F-box protein 27	7		ubiquitin-dependent ERAD pathway			IBA	PTN000252369 	J:265628 	
MGI:1354744	Fbxo44	F-box protein 44	4		ubiquitin-dependent ERAD pathway			IBA	PTN000252369 	J:265628 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		positive regulation of response to endoplasmic reticulum stress	is a part of cellular response to amyloid-beta,happens in neuron of cerebral cortex		IMP		J:201623 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		positive regulation of response to endoplasmic reticulum stress			ISO	RGD:631331 	J:155856 	
MGI:1098550	Ficd	FIC domain containing	5		regulation of IRE1-mediated unfolded protein response			ISO	Q9BVA6 	J:164563 	
MGI:1098550	Ficd	FIC domain containing	5		response to endoplasmic reticulum stress			ISO	Q9BVA6 	J:164563 	
MGI:1100500	Flot1	flotillin 1	17		response to endoplasmic reticulum stress			ISO	O75955 	J:164563 	
MGI:106315	Foxred2	FAD-dependent oxidoreductase domain containing 2	15		ubiquitin-dependent ERAD pathway			IBA	PTN001125207 	J:265628 	
MGI:106315	Foxred2	FAD-dependent oxidoreductase domain containing 2	15		ubiquitin-dependent ERAD pathway			ISO	Q8IWF2 	J:164563 	
MGI:1914854	Get4	golgi to ER traffic protein 4	5		maintenance of unfolded protein involved in ERAD pathway			ISO	Q7L5D6 	J:164563 	
MGI:2135962	Gorasp2	golgi reassembly stacking protein 2	2		response to endoplasmic reticulum stress			ISO	Q9H8Y8 	J:164563 	
MGI:1913418	Grina	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	15		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IDA		J:203180 	
MGI:1913418	Grina	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	15		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IGI	MGI:1341830 MGI:99682 	J:203180 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		ER overload response	happens in fibroblast		IDA		J:88275 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		ER overload response			ISO	P49841 	J:73065 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IDA		J:219179 	
MGI:95886	H13	histocompatibility 13	2		membrane protein proteolysis involved in retrograde protein transport, ER to cytosol			ISO	Q8TCT9 	J:164563 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		endoplasmic reticulum unfolded protein response			IBA	PTN000986585 	J:265628 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		endoplasmic reticulum unfolded protein response			IDA		J:65186 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		endoplasmic reticulum unfolded protein response			ISO	RGD:620818 	J:155856 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IBA	PTN002658458 	J:265628 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	RGD:620818 	J:155856 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q15011 	J:164563 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		positive regulation of ER-associated ubiquitin-dependent protein catabolic process			ISO	Q15011 	J:164563 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:217284 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		regulation of ER-associated ubiquitin-dependent protein catabolic process			IBA	PTN002658458 	J:265628 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		regulation of ER-associated ubiquitin-dependent protein catabolic process			IMP		J:217284 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		response to endoplasmic reticulum stress			IDA		J:220017 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		response to endoplasmic reticulum stress			ISO	RGD:620818 	J:155856 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		retrograde protein transport, ER to cytosol			ISO	Q15011 	J:164563 	
MGI:1927406	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	8		ubiquitin-dependent ERAD pathway			ISO	Q15011 	J:164563 	
MGI:1915393	Herpud2	HERPUD family member 2	9		endoplasmic reticulum unfolded protein response			IBA	PTN000986585 	J:265628 	
MGI:98817	Hsp90b1	heat shock protein 90, beta (Grp94), member 1	10		ubiquitin-dependent ERAD pathway			IBA	PTN000163530 	J:265628 	
MGI:95835	Hspa5	heat shock protein 5	2		endoplasmic reticulum unfolded protein response			IBA	PTN001834223 	J:265628 	
MGI:95835	Hspa5	heat shock protein 5	2		endoplasmic reticulum unfolded protein response			IMP		J:158036 	
MGI:95835	Hspa5	heat shock protein 5	2		ER overload response			IDA		J:74700 	
MGI:95835	Hspa5	heat shock protein 5	2		IRE1-mediated unfolded protein response			IEP		J:210646 	
MGI:95835	Hspa5	heat shock protein 5	2		response to endoplasmic reticulum stress			ISO	P06761 	J:200660 	
MGI:95835	Hspa5	heat shock protein 5	2		ubiquitin-dependent ERAD pathway			IBA	PTN001834223 	J:265628 	
MGI:108030	Hyou1	hypoxia up-regulated 1	9		negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway			IMP		J:117737 	
MGI:107656	Ifng	interferon gamma	10		endoplasmic reticulum unfolded protein response			IDA		J:99655 	
MGI:1338074	Ikbkg	inhibitor of kappaB kinase gamma	X		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:198144 	
MGI:96573	Ins2	insulin II	7		ER overload response			IMP	MGI:1857572 	J:74700 	
MGI:96573	Ins2	insulin II	7		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP	MGI:1857572 	J:74700 	
MGI:96623	Itpr1	inositol 1,4,5-trisphosphate receptor 1	6		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:153833 	
MGI:1915057	Jkamp	JNK1/MAPK8-associated membrane protein	12		ubiquitin-dependent ERAD pathway			IBA	PTN000978232 	J:265628 	
MGI:1915057	Jkamp	JNK1/MAPK8-associated membrane protein	12		ubiquitin-dependent ERAD pathway			ISO	Q9P055 	J:164563 	
MGI:1913990	Jkampl	JNK1/MAPK8 associated membrane protein like	6		ubiquitin-dependent ERAD pathway			IBA	PTN000978232 	J:265628 	
MGI:1913990	Jkampl	JNK1/MAPK8 associated membrane protein like	6		ubiquitin-dependent ERAD pathway			ISO	Q9P055 	J:164563 	
MGI:96646	Jun	jun proto-oncogene	4		negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress			ISO	P05412 	J:164563 	
MGI:1315211	Lpcat3	lysophosphatidylcholine acyltransferase 3	6		negative regulation of response to endoplasmic reticulum stress			IDA		J:206173 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q5S007 	J:164563 	
MGI:104677	Man1a	mannosidase 1, alpha	10		mannose trimming involved in glycoprotein ERAD pathway			ISO	P33908 	J:164563 	
MGI:104677	Man1a	mannosidase 1, alpha	10		ubiquitin-dependent ERAD pathway			ISO	P33908 	J:164563 	
MGI:2684954	Man1b1	mannosidase, alpha, class 1B, member 1	2		mannose trimming involved in glycoprotein ERAD pathway			ISO	Q9UKM7 	J:164563 	
MGI:2684954	Man1b1	mannosidase, alpha, class 1B, member 1	2		ubiquitin-dependent ERAD pathway			IBA	PTN002482736 	J:265628 	
MGI:2684954	Man1b1	mannosidase, alpha, class 1B, member 1	2		ubiquitin-dependent ERAD pathway			IMP		J:92692 	
MGI:2684954	Man1b1	mannosidase, alpha, class 1B, member 1	2		ubiquitin-dependent ERAD pathway			ISO	Q9UKM7 	J:164563 	
MGI:1922090	Manf	mesencephalic astrocyte-derived neurotrophic factor	9		regulation of response to endoplasmic reticulum stress			ISO	P55145 	J:164563 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:218004 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		response to endoplasmic reticulum stress			IMP		J:218004 	
MGI:1346876	Map3k5	mitogen-activated protein kinase kinase kinase 5	10		response to endoplasmic reticulum stress			ISO	Q99683 	J:164563 	
MGI:2442773	Marchf6	membrane associated ring-CH-type finger 6	15		ubiquitin-dependent ERAD pathway			IBA	PTN000322018 	J:265628 	
MGI:2444506	Mbtps2	membrane-bound transcription factor peptidase, site 2	X		positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress			IBA	PTN000330396 	J:265628 	
MGI:2444506	Mbtps2	membrane-bound transcription factor peptidase, site 2	X		positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress			ISO	O43462 	J:164563 	
MGI:2444506	Mbtps2	membrane-bound transcription factor peptidase, site 2	X		regulation of response to endoplasmic reticulum stress			IBA	PTN000330396 	J:265628 	
MGI:2685009	Nccrp1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	7		ubiquitin-dependent ERAD pathway			IBA	PTN000252369 	J:265628 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IBA	PTN000517518 	J:265628 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	is upstream of negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress		IGI	O55033 	J:217282 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IGI	O55033 	J:217285 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			ISO	P16333 	J:164563 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of PERK-mediated unfolded protein response			IBA	PTN000517518 	J:265628 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of PERK-mediated unfolded protein response			IGI	O55033 	J:217285 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of PERK-mediated unfolded protein response			ISO	P16333 	J:164563 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	uses UniProtKB:P17564|uses UniProtKB:P08113		IGI	O55033 	J:217282 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress			ISO	P16333 	J:164563 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IBA	PTN000517518 	J:265628 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IGI	O55033 	J:217282 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	P16333 	J:164563 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of translation in response to endoplasmic reticulum stress			IBA	PTN000517518 	J:265628 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of translation in response to endoplasmic reticulum stress			IGI	O55033 	J:217285 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of translation in response to endoplasmic reticulum stress			ISO	P16333 	J:164563 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IBA	PTN000517518 	J:265628 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	is upstream of negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress		IGI	Q99M51 	J:217282 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IGI	Q99M51 	J:217285 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			ISO	O43639 	J:164563 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		negative regulation of PERK-mediated unfolded protein response			IBA	PTN000517518 	J:265628 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		negative regulation of PERK-mediated unfolded protein response			IGI	Q99M51 	J:217285 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	uses UniProtKB:P17564|uses UniProtKB:P08113		IGI	Q99M51 	J:217282 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IBA	PTN000517518 	J:265628 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IGI	Q99M51 	J:217282 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		positive regulation of translation in response to endoplasmic reticulum stress			IBA	PTN000517518 	J:265628 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		positive regulation of translation in response to endoplasmic reticulum stress			IGI	Q99M51 	J:217285 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		regulation of response to endoplasmic reticulum stress			IMP	MGI:6101514 	J:265034 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		response to endoplasmic reticulum stress			IDA		J:220017 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		response to endoplasmic reticulum stress			IMP	MGI:2385929 	J:214539 	
MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2		endoplasmic reticulum unfolded protein response			IDA		J:85958 	
MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2		PERK-mediated unfolded protein response			IDA		J:85958 	
MGI:108420	Nfe2l2	nuclear factor, erythroid derived 2, like 2	2		response to endoplasmic reticulum stress			IMP		J:218003 	
MGI:1913276	Ngly1	N-glycanase 1	14		ER-associated misfolded protein catabolic process			ISO	RGD:1308518 	J:155856 	
MGI:2145264	Nhlrc1	NHL repeat containing 1	13		response to endoplasmic reticulum stress			IMP	MGI:2182627 	J:150197 	
MGI:2137237	Niban1	niban apoptosis regulator 1	1		response to endoplasmic reticulum stress			IDA		J:123035 	
MGI:2679787	Nploc4	NPL4 homolog, ubiquitin recognition factor	11		retrograde protein transport, ER to cytosol			ISO	Q8TAT6 	J:164563 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		negative regulation of response to endoplasmic reticulum stress			IDA		J:206173 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2		negative regulation of response to endoplasmic reticulum stress			IDA		J:206173 	
MGI:1354950	Nrbf2	nuclear receptor binding factor 2	10		response to endoplasmic reticulum stress			IMP		J:220500 	
MGI:2445095	Nrros	negative regulator of reactive oxygen species	16		ubiquitin-dependent ERAD pathway			TAS		J:209569 	
MGI:1891834	Nupr1	nuclear protein transcription regulator 1	7		regulation of response to endoplasmic reticulum stress			ISO	RGD:69363 	J:155856 	
MGI:1891834	Nupr1	nuclear protein transcription regulator 1	7		regulation of response to endoplasmic reticulum stress			ISO	O60356 	J:164563 	
MGI:1921393	Opa1	OPA1, mitochondrial dynamin like GTPase	16		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:198144 	
MGI:1921393	Opa1	OPA1, mitochondrial dynamin like GTPase	16		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	O60313 	J:164563 	
MGI:1924301	Os9	amplified in osteosarcoma	10		negative regulation of retrograde protein transport, ER to cytosol			ISO	Q13438 	J:164563 	
MGI:1924301	Os9	amplified in osteosarcoma	10		response to endoplasmic reticulum stress			ISO	Q13438 	J:164563 	
MGI:1924301	Os9	amplified in osteosarcoma	10		retrograde protein transport, ER to cytosol			IBA	PTN000395729 	J:265628 	
MGI:1924301	Os9	amplified in osteosarcoma	10		ubiquitin-dependent ERAD pathway			IBA	PTN000395729 	J:265628 	
MGI:1924301	Os9	amplified in osteosarcoma	10		ubiquitin-dependent ERAD pathway			ISO	Q13438 	J:164563 	
