MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:3615275	Klk13	kallikrein related-peptidase 13	7		protein processing	has the participant Il1b		IDA		J:110582 	
MGI:102849	Klkb1	kallikrein B, plasma 1	8		plasminogen activation			ISO	P03952 	J:164563 	
MGI:2138856	Ldlrad3	low density lipoprotein receptor class A domain containing 3	2		regulation of protein processing	regulates a function/process that has the participant App		IDA		J:174507 	
MGI:1330838	Lgmn	legumain	12		activation of cysteine-type endopeptidase activity			ISO	Q99538 	J:164563 	
MGI:1330838	Lgmn	legumain	12		vacuolar protein processing			IBA	PTN000243183 	J:265628 	
MGI:1914137	Lonp2	lon peptidase 2, peroxisomal	8		protein processing			IBA	PTN000005559 	J:265628 	
MGI:1914137	Lonp2	lon peptidase 2, peroxisomal	8		protein processing			ISO	Q86WA8 	J:164563 	
MGI:1315211	Lpcat3	lysophosphatidylcholine acyltransferase 3	6		positive regulation of sterol regulatory element binding protein cleavage			IMP		J:252691 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		negative regulation of protein processing			ISO	Q5S007 	J:164563 	
MGI:96952	Mdm2	transformed mouse 3T3 cell double minute 2	10		negative regulation of protein processing			ISO	RGD:1305332 	J:155856 	
MGI:1353421	Meltf	melanotransferrin	16		positive regulation of plasminogen activation			ISO	P08582 	J:164563 	
MGI:1929701	Metap2	methionine aminopeptidase 2	10		protein processing			ISO	P50579 	J:164563 	
MGI:1917728	Mipep	mitochondrial intermediate peptidase	14		protein processing involved in protein targeting to mitochondrion			IBA	PTN000928390 	J:265628 	
MGI:97004	Mme	membrane metallo endopeptidase	3		neuropeptide processing			ISO	P08473 	J:164563 	
MGI:97004	Mme	membrane metallo endopeptidase	3		protein processing			IBA	PTN000199753 	J:265628 	
MGI:1351603	Mmel1	membrane metallo-endopeptidase-like 1	4		protein processing			IBA	PTN000199753 	J:265628 	
MGI:101900	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	14		positive regulation of protein processing			ISO	RGD:620198 	J:155856 	
MGI:101900	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	14		zymogen activation			IBA	PTN002565544 	J:265628 	
MGI:101900	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	14		zymogen activation			IMP	MGI:2386246 	J:95881 	
MGI:101900	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	14		zymogen activation			ISO	P50281 	J:164563 	
MGI:1276107	Mmp16	matrix metallopeptidase 16	4		protein processing			ISO	P51512 	J:164563 	
MGI:97250	Myc	myelocytomatosis oncogene	15		protein processing	happens in spleen,happens in B cell,has the participant Parp1		IMP	MGI:1931143 	J:115648 	
MGI:107717	Myh9	myosin, heavy polypeptide 9, non-muscle	15		positive regulation of protein processing in phagocytic vesicle	uses collagen type I trimer		IMP		J:219057 	
MGI:2684944	Myrf	myelin regulatory factor	19		protein autoprocessing			IBA	PTN000989688 	J:265628 	
MGI:2684944	Myrf	myelin regulatory factor	19		protein autoprocessing			IDA		J:267268 	
MGI:2685085	Myrfl	myelin regulatory factor-like	10		protein autoprocessing			IBA	PTN000989688 	J:265628 	
MGI:1891700	Ncstn	nicastrin	1		protein processing			IBA	PTN000473190 	J:265628 	
MGI:1891700	Ncstn	nicastrin	1		protein processing			ISO	Q92542 	J:164563 	
MGI:1919543	Nkd2	naked cuticle 2	13		positive regulation of protein processing			ISO	Q969F2 	J:164563 	
MGI:3036243	Nlrc4	NLR family, CARD domain containing 4	17		activation of cysteine-type endopeptidase activity			ISO	Q9NPP4 	J:164563 	
MGI:3036243	Nlrc4	NLR family, CARD domain containing 4	17		positive regulation of protein processing			ISO	Q9NPP4 	J:164563 	
MGI:2141990	Nlrp6	NLR family, pyrin domain containing 6	7		activation of cysteine-type endopeptidase activity	happens in macrophage		IMP		J:295244 	
MGI:1925938	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	8		inhibition of cysteine-type endopeptidase activity			ISO	RGD:708558 	J:155856 	
MGI:1925938	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	8		inhibition of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002736142 	J:265628 	
MGI:1925938	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	8		inhibition of cysteine-type endopeptidase activity involved in apoptotic process			ISO	O60936 	J:164563 	
MGI:107471	Notch4	notch 4	17		regulation of protein processing			IDA		J:212472 	
MGI:1339639	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	X		protein processing			ISO	O15294 	J:164563 	
MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4		mitochondrial protein processing			IBA	PTN000506395 	J:265628 	
MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4		mitochondrial protein processing			IDA		J:208034 J:289068 	
MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4		mitochondrial protein processing			IMP		J:156874 	
MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4		mitochondrial protein processing			ISO	Q96E52 	J:164563 	
MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4		protein autoprocessing			IDA		J:208034 J:289068 	
MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4		zymogen activation			IDA		J:208034 J:289068 	
MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	5		protein processing	happens in peritoneal macrophage		IMP	MGI:2386080 	J:66835 	
MGI:1277152	Parl	presenilin associated, rhomboid-like	16		signal peptide processing			IBA	PTN001292090 	J:265628 	
MGI:1340806	Parp1	poly (ADP-ribose) polymerase family, member 1	1		protein autoprocessing			ISO	RGD:2053 	J:155856 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		activation of cysteine-type endopeptidase activity			ISO	RGD:69065 	J:155856 	
MGI:97511	Pcsk1	proprotein convertase subtilisin/kexin type 1	13		peptide hormone processing			IBA	PTN002451042 	J:265628 	
MGI:97511	Pcsk1	proprotein convertase subtilisin/kexin type 1	13		peptide hormone processing			IDA		J:131459 J:139345 	
MGI:97511	Pcsk1	proprotein convertase subtilisin/kexin type 1	13		peptide hormone processing			ISO	RGD:3272 	J:155856 	
MGI:97511	Pcsk1	proprotein convertase subtilisin/kexin type 1	13		protein autoprocessing			ISO	RGD:3272 	J:155856 	
MGI:97511	Pcsk1	proprotein convertase subtilisin/kexin type 1	13		protein processing			IBA	PTN002451026 	J:265628 	
MGI:97511	Pcsk1	proprotein convertase subtilisin/kexin type 1	13		protein processing			IDA		J:139345 	
MGI:1353431	Pcsk1n	proprotein convertase subtilisin/kexin type 1 inhibitor	X		peptide hormone processing			IDA		J:59330 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		enkephalin processing			IDA		J:131459 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		insulin processing			ISO	P16519 	J:164563 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		islet amyloid polypeptide processing			ISO	RGD:3273 	J:155856 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		peptide hormone processing			IBA	PTN002451042 	J:265628 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		peptide hormone processing			IDA		J:139345 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		peptide hormone processing			IMP	MGI:1857445 	J:84637 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		peptide hormone processing			ISO	RGD:3273 	J:155856 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		peptide hormone processing			ISO	P16519 	J:164563 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		protein autoprocessing			IDA		J:117471 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		protein processing			IBA	PTN002451026 	J:265628 	
MGI:97512	Pcsk2	proprotein convertase subtilisin/kexin type 2	2		protein processing			IDA		J:139345 	
MGI:97514	Pcsk4	proprotein convertase subtilisin/kexin type 4	10		peptide hormone processing			IBA	PTN000082901 	J:265628 	
MGI:97514	Pcsk4	proprotein convertase subtilisin/kexin type 4	10		protein processing			IBA	PTN002451026 	J:265628 	
MGI:97514	Pcsk4	proprotein convertase subtilisin/kexin type 4	10		protein processing			ISO	Q6UW60 	J:164563 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		cytokine precursor processing	uses UniProtKB:Q9Z1W4		IDA		J:136243 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		peptide hormone processing			IBA	PTN000082901 	J:265628 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		peptide hormone processing			IDA		J:27310 J:136243 J:139345 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		peptide hormone processing			ISO	Q92824 	J:164563 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		protein processing			IBA	PTN002451026 	J:265628 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		protein processing			IDA		J:27310 J:136243 J:139345 J:169483 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		protein processing			ISO	Q92824 	J:95653 J:164563 	
MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	19		signal peptide processing			ISO	Q92824 	J:164563 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		peptide hormone processing			IBA	PTN000082901 	J:265628 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		peptide hormone processing			ISO	P29122 	J:164563 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		protein processing			IBA	PTN002451026 	J:265628 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		protein processing			IMP		J:203527 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		protein processing			ISO	P29122 	J:164563 	
MGI:107421	Pcsk7	proprotein convertase subtilisin/kexin type 7	9		protein processing			IBA	PTN002451026 	J:265628 	
MGI:107421	Pcsk7	proprotein convertase subtilisin/kexin type 7	9		protein processing			ISO	Q16549 	J:95653 	
MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4		protein autoprocessing			ISO	RGD:728909 	J:155856 	
MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4		protein autoprocessing			ISO	Q8NBP7 	J:164563 	
MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4		protein autoprocessing			ISS	Q8NBP7 	J:81825 	
MGI:2140260	Pcsk9	proprotein convertase subtilisin/kexin type 9	4		protein processing			ISO	RGD:728909 	J:155856 	
MGI:1929938	Perp	PERP, TP53 apoptosis effector	10		activation of cysteine-type endopeptidase activity			ISO	Q96FX8 	J:164563 	
MGI:97555	Pgk1	phosphoglycerate kinase 1	X		plasminogen activation			ISO	P00558 	J:164563 	
MGI:107489	Phex	phosphate regulating endopeptidase homolog, X-linked	X		protein processing			IBA	PTN000199753 	J:265628 	
MGI:1889507	Pidd1	p53 induced death domain protein 1	7		protein autoprocessing			ISO	Q9HB75 	J:164563 	
MGI:2445019	Pik3c3	phosphatidylinositol 3-kinase catalytic subunit type 3	18		protein processing			ISO	RGD:620899 	J:155856 	
MGI:1916867	Pitrm1	pitrilysin metallepetidase 1	13		protein processing			IBA	PTN000220482 	J:265628 	
MGI:97610	Plat	plasminogen activator, tissue	8		plasminogen activation			IBA	PTN002799995 	J:265628 	
MGI:97610	Plat	plasminogen activator, tissue	8		plasminogen activation			ISO	RGD:3342 	J:155856 	
MGI:97610	Plat	plasminogen activator, tissue	8		plasminogen activation			ISO	P00750 	J:164563 	
MGI:97611	Plau	plasminogen activator, urokinase	14		plasminogen activation			IBA	PTN002800003 	J:265628 	
MGI:97611	Plau	plasminogen activator, urokinase	14		plasminogen activation			ISO	P00749 	J:164563 	
MGI:1915009	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein	19		positive regulation of plasminogen activation			IBA	PTN002667864 	J:265628 	
MGI:1915009	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein	19		positive regulation of plasminogen activation			IDA		J:157880 	
MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	2		protein processing involved in protein targeting to mitochondrion			IBA	PTN002274973 	J:265628 	
MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	2		protein processing involved in protein targeting to mitochondrion			ISO	Q10713 	J:164563 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		protein processing			ISO	RGD:621297 	J:155856 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		protein processing involved in protein targeting to mitochondrion			IBA	PTN000220293 	J:265628 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		protein processing involved in protein targeting to mitochondrion			ISO	RGD:621297 	J:155856 	
MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	5		protein processing involved in protein targeting to mitochondrion			ISO	O75439 	J:164563 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		negative regulation of protein processing			ISO	RGD:621526 	J:155856 	
MGI:97592	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	8		regulation of protein processing	uses PR:Q61602-1		IGI	MGI:97760 	J:181006 	
MGI:97594	Prkacb	protein kinase, cAMP dependent, catalytic, beta	3		regulation of protein processing	uses PR:Q61602-1		IGI	MGI:97592 	J:181006 	
MGI:1100881	Prss12	protease, serine 12 neurotrypsin (motopsin)	3		zymogen activation			IBA	PTN002499857 	J:265628 	
MGI:1100881	Prss12	protease, serine 12 neurotrypsin (motopsin)	3		zymogen activation			IDA		J:118192 	
MGI:1914940	Prss37	protease, serine 37	6		regulation of protein processing			ISO	A4D1T9 	J:164563 	
MGI:1202717	Psen1	presenilin 1	12		protein processing	has the participant App|has the participant Notch1		IMP	MGI:2149116 	J:54336 	
MGI:1202717	Psen1	presenilin 1	12		protein processing	happens in cerebral cortex,has the participant App		IMP	MGI:2179062 MGI:2449304 	J:71606 	
MGI:1202717	Psen1	presenilin 1	12		protein processing			ISO	RGD:3425 	J:155856 	
MGI:1202717	Psen1	presenilin 1	12		protein processing			ISO	P49768 	J:164563 	
MGI:109284	Psen2	presenilin 2	1		protein processing	happens in embryo,happens in early embryonic cell (metazoa),has the participant Nradd		IGI	MGI:1202717 	J:92071 	
MGI:109284	Psen2	presenilin 2	1		protein processing			ISO	P49810 	J:164563 	
MGI:1913590	Psenen	presenilin enhancer gamma secretase subunit	7		protein processing	uses UniProtKB:P49769		IMP		J:284995 J:297314 	
MGI:1913590	Psenen	presenilin enhancer gamma secretase subunit	7		protein processing			ISO	Q9NZ42 	J:164563 	
MGI:105373	Ptch1	patched 1	13		protein processing	happens in embryo,has the participant Gli3		IMP	MGI:1857447 	J:100466 	
MGI:97800	Pthlh	parathyroid hormone-like peptide	6		protein processing			IDA		J:121301 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		activation of cysteine-type endopeptidase activity			IMP		J:197219 	
MGI:1336895	Rce1	Ras converting CAAX endopeptidase 1	19		CAAX-box protein processing			IBA	PTN000316030 	J:265628 	
MGI:1336895	Rce1	Ras converting CAAX endopeptidase 1	19		CAAX-box protein processing			ISO	Q9Y256 	J:164563 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation			IBA	PTN002671446 	J:265628 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation	has the participant plasma		IMP	MGI:2136642 	J:59299 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation			ISO	RGD:3554 	J:155856 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation			ISO	P00797 	J:164563 	
MGI:97899	Ren2	renin 2 tandem duplication of Ren1	1		angiotensin maturation			IBA	PTN002671446 	J:265628 	
MGI:97899	Ren2	renin 2 tandem duplication of Ren1	1		angiotensin maturation			ISO	RGD:3554 	J:155856 	
MGI:97899	Ren2	renin 2 tandem duplication of Ren1	1		angiotensin maturation			ISO	P00797 	J:164563 	
MGI:1918387	Rfx4	regulatory factor X, 4 (influences HLA class II expression)	10		regulation of protein processing	uses PR:Q61602-1		IMP	MGI:3799278 	J:186055 	
MGI:1924117	Rhbdd1	rhomboid domain containing 1	1		positive regulation of protein processing			IDA		J:187613 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		activation of cysteine-type endopeptidase activity			ISO	O43353 	J:164563 	
MGI:1923091	Rnf139	ring finger protein 139	15		regulation of protein processing			ISO	Q8WU17 	J:164563 	
MGI:1342290	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2	17		regulation of protein processing	regulates a function/process that has the participant Klk1b26		IMP		J:121666 	
MGI:1928760	Ruvbl1	RuvB-like protein 1	6		positive regulation of plasminogen activation			ISO	RGD:68373 	J:155856 	
MGI:98289	Scg5	secretogranin V	2		peptide hormone processing			IDA		J:53349 	
MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	1		protein processing			ISO	Q6IQ49 	J:164563 	
MGI:1929464	Sec11a	SEC11 homolog A, signal peptidase complex subunit	7		signal peptide processing			IBA	PTN000086749 	J:265628 	
MGI:1913536	Sec11c	SEC11 homolog C, signal peptidase complex subunit	18		signal peptide processing			IBA	PTN000086749 	J:265628 	
MGI:97608	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	5		negative regulation of plasminogen activation			IBA	PTN002606950 	J:265628 	
MGI:97608	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	5		negative regulation of plasminogen activation			IMP		J:155899 	
MGI:97608	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	5		negative regulation of plasminogen activation			ISO	P05121 	J:164563 	
MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	1		negative regulation of plasminogen activation			IBA	PTN002606944 	J:265628 	
MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	1		negative regulation of plasminogen activation			IMP		J:155899 	
MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	1		negative regulation of plasminogen activation			ISO	P07093 	J:164563 	
MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	1		negative regulation of protein processing			IC	GO:0004867 	J:155899 	
MGI:107173	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	11		negative regulation of plasminogen activation			ISO	P08697 	J:164563 	
MGI:98297	Shh	sonic hedgehog	5		intein-mediated protein splicing			IEA	IPR006141 	J:72247 	
MGI:98297	Shh	sonic hedgehog	5		protein autoprocessing			IEA	IPR001767 	J:72247 	
MGI:1922637	Sirt4	sirtuin 4	5		negative regulation of protein processing involved in protein targeting to mitochondrion			ISO	RGD:1310413 	J:155856 	
MGI:1919331	Snx12	sorting nexin 12	X		negative regulation of protein processing			ISO	Q9UMY4 	J:164563 	
MGI:1916269	Spcs1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	14		signal peptide processing			IBA	PTN000324614 	J:265628 	
MGI:1913874	Spcs2	signal peptidase complex subunit 2 homolog (S. cerevisiae)	7		signal peptide processing			IBA	PTN000317824 	J:265628 	
MGI:1923937	Spcs3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	8		signal peptide processing			IBA	PTN000301433 	J:265628 	
MGI:2385906	Spg7	SPG7, paraplegin matrix AAA peptidase subunit	8		mitochondrial protein processing			IBA	PTN000554085 	J:265628 	
MGI:2385287	Spon1	spondin 1, (f-spondin) extracellular matrix protein	7		positive regulation of protein processing	regulates a function/process that uses App|regulates a function/process that uses Lrp8		IDA		J:102174 	
MGI:1891433	Sppl3	signal peptide peptidase 3	5		signal peptide processing			IBA	PTN000256094 	J:265628 	
MGI:2685351	Sprtn	SprT-like N-terminal domain	8		protein autoprocessing			ISO	Q9H040 	J:164563 	
MGI:98397	Src	Rous sarcoma oncogene	2		positive regulation of protein processing	uses PR:Q8VDL9-1		IGI	MGI:105100 	J:127491 	
MGI:97756	Srgn	serglycin	10		protein processing			IDA		J:122887 	
MGI:1913842	Stoml2	stomatin (Epb7.2)-like 2	4		mitochondrial protein processing			IMP		J:149906 	
MGI:2144164	Tbc1d10a	TBC1 domain family, member 10a	11		activation of cysteine-type endopeptidase activity			ISO	Q9BXI6 	J:164563 	
MGI:98737	Thbs1	thrombospondin 1	2		negative regulation of plasminogen activation			ISO	P07996 	J:164563 	
MGI:1343131	Timm17a	translocase of inner mitochondrial membrane 17a	1		positive regulation of protein processing			ISO	RGD:3862 	J:155856 	
MGI:1929278	Tmem59	transmembrane protein 59	4		negative regulation of protein processing			ISO	Q9BXS4 	J:164563 	
MGI:1923457	Tmem98	transmembrane protein 98	11		negative regulation of protein processing			IDA		J:267268 	
MGI:1913570	Tmem208	transmembrane protein 208	8		vacuolar protein processing			IBA	PTN000337666 	J:265628 	
MGI:1354381	Tmprss2	transmembrane protease, serine 2	16		protein autoprocessing			IBA	PTN000666447 	J:265628 	
MGI:1354381	Tmprss2	transmembrane protease, serine 2	16		protein autoprocessing			ISO	O15393 	J:164563 	
MGI:2384877	Tmprss4	transmembrane protease, serine 4	9		protein processing			ISO	Q9NRS4 	J:164563 	
MGI:3612246	Tmprss9	transmembrane protease, serine 9	10		plasminogen activation			IDA		J:116522 	
MGI:1922252	Tmprss12	transmembrane (C-terminal) protease, serine 12	15		protein processing	uses PR:F8VQ03		IMP	MGI:6455010 	J:293874 	
MGI:98784	Tnp1	transition protein 1	1		positive regulation of protein processing			IMP		J:241000 	
MGI:98785	Tnp2	transition protein 2	16		positive regulation of protein processing			IMP		J:241000 	
MGI:1919017	Tysnd1	trypsin domain containing 1	10		protein processing			IBA	PTN000470278 	J:265628 	
MGI:1919017	Tysnd1	trypsin domain containing 1	10		protein processing			ISO	Q2T9J0 	J:164563 	
MGI:1890467	Vps35	VPS35 retromer complex component	8		vacuolar protein processing			ISA	S42186 	J:66223 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		zymogen activation			ISO	Q9H7M9 	J:164563 	
MGI:107572	Xiap	X-linked inhibitor of apoptosis	X		inhibition of cysteine-type endopeptidase activity involved in apoptotic process			IMP		J:86711 	
MGI:2445217	Xpnpep3	X-prolyl aminopeptidase 3, mitochondrial	15		protein processing			ISO	Q9NQH7 	J:73065 	
MGI:1351651	Yme1l1	YME1-like 1 (S. cerevisiae)	2		mitochondrial protein processing			IMP		J:235613 	
MGI:1351651	Yme1l1	YME1-like 1 (S. cerevisiae)	2		mitochondrial protein processing			ISO	Q96TA2 	J:164563 	
MGI:1890508	Zmpste24	zinc metallopeptidase, STE24	4		CAAX-box protein processing			IBA	PTN000012712 	J:265628 	
MGI:1890508	Zmpste24	zinc metallopeptidase, STE24	4		protein processing			IMP	MGI:2180033 	J:76209 	

