MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			IMP		J:99455 J:100646 J:227362 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation by eIF2 alpha phosphorylation			ISO	Q9P2K8 	J:164563 	
MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	2		regulation of translational initiation in response to stress			IDA		J:100824 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	5		translation			ISO	RGD:620819 	J:155856 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	5		translational initiation			IBA	PTN000028064 	J:265628 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	5		translational initiation			ISO	RGD:620819 	J:155856 	
MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	5		translational initiation			ISO	Q14232 	J:164563 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translation			IEA	KW-0648 	J:60000 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translational initiation			IBA	PTN000027996 	J:265628 	
MGI:2145118	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	12		translational initiation			ISO	P49770 	J:164563 	
MGI:1313286	Eif2b3	eukaryotic translation initiation factor 2B, subunit 3	4		cytoplasmic translational initiation			IBA	PTN000501033 	J:265628 	
MGI:1313286	Eif2b3	eukaryotic translation initiation factor 2B, subunit 3	4		translational initiation			ISO	Q9NR50 	J:164563 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		translation			IEA	KW-0648 	J:60000 	
MGI:95300	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	5		translational initiation			ISO	Q9UI10 	J:164563 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		positive regulation of translation			ISO	RGD:708380 	J:155856 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		translation			IEA	KW-0648 	J:60000 	
MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	16		translational initiation			ISO	Q13144 	J:164563 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		formation of translation preinitiation complex			IBA	PTN000259347 	J:265628 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		formation of translation preinitiation complex			ISO	P41214 	J:164563 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		translation			IEA	KW-0648 	J:60000 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		translational initiation			IEA	IPR001950 IPR036877 	J:72247 	
MGI:109342	Eif2d	eukaryotic translation initiation factor 2D	1		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		negative regulation of translational initiation in response to stress			IDA		J:227395 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		regulation of translational initiation in response to stress			IDA		J:100824 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translation			IDA		J:62257 J:82058 J:107108 	
MGI:95299	Eif2s1	eukaryotic translation initiation factor 2, subunit 1 alpha	12		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	2		formation of cytoplasmic translation initiation complex			IBA	PTN000543393 	J:265628 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	2		formation of translation preinitiation complex			IBA	PTN000543393 	J:265628 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	2		translation			IEA	KW-0648 	J:60000 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	2		translational initiation			IEA	IPR002735 IPR016189 IPR016190 	J:72247 	
MGI:1914454	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	2		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		formation of translation preinitiation complex			IBA	PTN000562153 	J:265628 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		positive regulation of translational fidelity			IBA	PTN000562153 	J:265628 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		translation			IEA	KW-0648 	J:60000 	
MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	X		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		formation of translation preinitiation complex			IBA	PTN000562153 	J:265628 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		positive regulation of translational fidelity			IBA	PTN000562153 	J:265628 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		regulation of translation			IBA	P41091 PTN000562153 S000000827 SPBC17G9.09 	J:265628 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		translation			IBA	P41091 PTN000562153 S000000827 SPBC17G9.09 	J:265628 	
MGI:1349430	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	Y		translational initiation			IBA	P41091 PTN000562153 S000000827 SPBC17G9.09 	J:265628 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			IBA	PTN000360893 	J:265628 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			IDA		J:148056 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		formation of cytoplasmic translation initiation complex			ISO	Q14152 	J:164563 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		translation			IEA	KW-0648 	J:60000 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		translation reinitiation			IBA	PTN000360893 	J:265628 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		translational initiation			IEA	KW-0396 	J:60000 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		regulation of translational initiation			ISO	P55884 	J:164563 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translation			IEA	KW-0648 	J:60000 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			IBA	PTN000362658 	J:265628 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			IDA		J:148056 	
MGI:106478	Eif3b	eukaryotic translation initiation factor 3, subunit B	5		translational initiation			ISO	P55884 	J:164563 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translation			IEA	KW-0648 	J:60000 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translational initiation			IBA	PTN000358559 	J:265628 	
MGI:1926966	Eif3c	eukaryotic translation initiation factor 3, subunit C	7		translational initiation			IDA		J:148056 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		cap-dependent translational initiation			ISO	O15371 	J:164563 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		formation of cytoplasmic translation initiation complex			IDA		J:148056 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		positive regulation of translation			ISO	O15371 	J:164563 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translation			IEA	KW-0648 	J:60000 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translational initiation			IBA	PTN000273956 	J:265628 	
MGI:1933181	Eif3d	eukaryotic translation initiation factor 3, subunit D	15		translational initiation			ISO	O15371 	J:164563 	
MGI:99257	Eif3e	eukaryotic translation initiation factor 3, subunit E	15		positive regulation of translation			ISO	P60228 	J:164563 	
MGI:99257	Eif3e	eukaryotic translation initiation factor 3, subunit E	15		translation			IEA	KW-0648 	J:60000 	
MGI:99257	Eif3e	eukaryotic translation initiation factor 3, subunit E	15		translational initiation			IBA	PTN000035120 	J:265628 	
MGI:99257	Eif3e	eukaryotic translation initiation factor 3, subunit E	15		translational initiation			IDA		J:148056 	
MGI:99257	Eif3e	eukaryotic translation initiation factor 3, subunit E	15		translational initiation			ISO	P60228 	J:164563 	
MGI:1913335	Eif3f	eukaryotic translation initiation factor 3, subunit F	7		translation			IEA	KW-0648 	J:60000 	
MGI:1913335	Eif3f	eukaryotic translation initiation factor 3, subunit F	7		translational initiation			IBA	PTN000056988 	J:265628 	
MGI:1913335	Eif3f	eukaryotic translation initiation factor 3, subunit F	7		translational initiation			IDA		J:148056 	
MGI:1913335	Eif3f	eukaryotic translation initiation factor 3, subunit F	7		translational initiation			ISO	O00303 	J:164563 	
MGI:1858258	Eif3g	eukaryotic translation initiation factor 3, subunit G	9		translation			IEA	KW-0648 	J:60000 	
MGI:1858258	Eif3g	eukaryotic translation initiation factor 3, subunit G	9		translational initiation			IDA		J:148056 	
MGI:1858258	Eif3g	eukaryotic translation initiation factor 3, subunit G	9		translational initiation			ISO	O75821 	J:164563 	
MGI:1915385	Eif3h	eukaryotic translation initiation factor 3, subunit H	15		translation			IEA	KW-0648 	J:60000 	
MGI:1915385	Eif3h	eukaryotic translation initiation factor 3, subunit H	15		translational initiation			IDA		J:148056 	
MGI:1915385	Eif3h	eukaryotic translation initiation factor 3, subunit H	15		translational initiation			ISO	O15372 	J:164563 	
MGI:1860763	Eif3i	eukaryotic translation initiation factor 3, subunit I	4		cytoplasmic translational initiation			IBA	PTN000459009 	J:265628 	
MGI:1860763	Eif3i	eukaryotic translation initiation factor 3, subunit I	4		translation			IEA	KW-0648 	J:60000 	
MGI:1860763	Eif3i	eukaryotic translation initiation factor 3, subunit I	4		translational initiation			IDA		J:148056 	
MGI:1860763	Eif3i	eukaryotic translation initiation factor 3, subunit I	4		translational initiation			ISO	Q13347 	J:164563 	
MGI:1921080	Eif3k	eukaryotic translation initiation factor 3, subunit K	7		regulation of translational initiation			IEA	IPR016020 	J:72247 	
MGI:1921080	Eif3k	eukaryotic translation initiation factor 3, subunit K	7		translation			IEA	KW-0648 	J:60000 	
MGI:1921080	Eif3k	eukaryotic translation initiation factor 3, subunit K	7		translational initiation			IDA		J:148056 	
MGI:1921080	Eif3k	eukaryotic translation initiation factor 3, subunit K	7		translational initiation			ISO	Q9UBQ5 	J:164563 	
MGI:2386251	Eif3l	eukaryotic translation initiation factor 3, subunit L	15		translation			IEA	KW-0648 	J:60000 	
MGI:2386251	Eif3l	eukaryotic translation initiation factor 3, subunit L	15		translational initiation			IBA	PTN000326403 	J:265628 	
MGI:2386251	Eif3l	eukaryotic translation initiation factor 3, subunit L	15		translational initiation			IDA		J:148056 	
MGI:2386251	Eif3l	eukaryotic translation initiation factor 3, subunit L	15		translational initiation			ISO	Q9Y262 	J:164563 	
MGI:1351744	Eif3m	eukaryotic translation initiation factor 3, subunit M	2		cytoplasmic translational initiation			IBA	PTN000394291 	J:265628 	
MGI:1351744	Eif3m	eukaryotic translation initiation factor 3, subunit M	2		translation			IMP	MGI:5553070 	J:204915 	
MGI:1351744	Eif3m	eukaryotic translation initiation factor 3, subunit M	2		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95303	Eif4a1	eukaryotic translation initiation factor 4A1	11		cytoplasmic translational initiation			IBA	PTN002777147 	J:265628 	
MGI:95303	Eif4a1	eukaryotic translation initiation factor 4A1	11		translation			IEA	KW-0648 	J:60000 	
MGI:95303	Eif4a1	eukaryotic translation initiation factor 4A1	11		translational initiation			IEA	KW-0396 	J:60000 	
MGI:106906	Eif4a2	eukaryotic translation initiation factor 4A2	16		cytoplasmic translational initiation			IBA	PTN002777147 	J:265628 	
MGI:106906	Eif4a2	eukaryotic translation initiation factor 4A2	16		regulation of translation			IBA	PTN002777147 S000001767 SPAC1006.07 	J:265628 	
MGI:106906	Eif4a2	eukaryotic translation initiation factor 4A2	16		translation			IBA	PTN002777147 S000001767 SPAC1006.07 	J:265628 	
MGI:106906	Eif4a2	eukaryotic translation initiation factor 4A2	16		translational initiation			IBA	PTN002777147 S000001767 SPAC1006.07 	J:265628 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		negative regulation of selenocysteine incorporation			ISO	RGD:1591139 	J:155856 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		negative regulation of translation			ISO	P38919 	J:164563 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		positive regulation of translation			ISO	P38919 	J:164563 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		regulation of translation at postsynapse, modulating synaptic transmission			ISO	RGD:1591139 	J:155856 	
MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	6		negative regulation of selenocysteine incorporation			ISO	RGD:1591139 	J:155856 	
MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	6		negative regulation of translation			ISO	P38919 	J:164563 	
MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	6		positive regulation of translation			ISO	P38919 	J:164563 	
MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	6		regulation of translation at postsynapse, modulating synaptic transmission			ISO	RGD:1591139 	J:155856 	
MGI:95304	Eif4b	eukaryotic translation initiation factor 4B	15		formation of translation preinitiation complex			IBA	PTN000579859 	J:265628 	
MGI:95304	Eif4b	eukaryotic translation initiation factor 4B	15		translation			IEA	KW-0648 	J:60000 	
MGI:95304	Eif4b	eukaryotic translation initiation factor 4B	15		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		negative regulation of translation	happens in cerebral cortex,regulates a function/process that happens in cerebral cortex		IMP		J:217461 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation			IBA	MGI:95305 O97266 P06730 PTN000238660 	J:265628 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation			ISO	P06730 	J:164563 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in corpus striatum		IDA		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in cerebral cortex		IEP		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in corpus striatum		IEP		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in hippocampal formation		IEP		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in corpus striatum		IMP		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		regulation of translation at postsynapse, modulating synaptic transmission	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:194400 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		translation			IBA	MGI:95305 O97266 P06730 PTN000238660 	J:265628 	
MGI:95305	Eif4e	eukaryotic translation initiation factor 4E	3		translational initiation			IBA	MGI:95305 O97266 P06730 PTN000238660 	J:265628 	
MGI:2685119	Eif4e1b	eukaryotic translation initiation factor 4E family member 1B	13		translation			IEA	KW-0648 	J:60000 	
MGI:2685119	Eif4e1b	eukaryotic translation initiation factor 4E family member 1B	13		translational initiation			IEA	IPR001040 IPR019770 	J:72247 	
MGI:2685119	Eif4e1b	eukaryotic translation initiation factor 4E family member 1B	13		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1914440	Eif4e2	eukaryotic translation initiation factor 4E member 2	1		negative regulation of translation			ISO	O60573 	J:73065 	
MGI:1914440	Eif4e2	eukaryotic translation initiation factor 4E member 2	1		positive regulation of miRNA mediated inhibition of translation			ISO	O60573 	J:164563 	
MGI:1914440	Eif4e2	eukaryotic translation initiation factor 4E member 2	1		regulation of translation			IBA	MGI:95305 O97266 P06730 PTN000238660 	J:265628 	
MGI:1914440	Eif4e2	eukaryotic translation initiation factor 4E member 2	1		translation			IBA	MGI:95305 O97266 P06730 PTN000238660 	J:265628 	
MGI:1914440	Eif4e2	eukaryotic translation initiation factor 4E member 2	1		translational initiation			IBA	MGI:95305 O97266 P06730 PTN000238660 	J:265628 	
MGI:1914142	Eif4e3	eukaryotic translation initiation factor 4E member 3	6		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1914142	Eif4e3	eukaryotic translation initiation factor 4E member 3	6		translation			IEA	KW-0648 	J:60000 	
MGI:1914142	Eif4e3	eukaryotic translation initiation factor 4E member 3	6		translational initiation			IEA	IPR001040 	J:72247 	
MGI:1914142	Eif4e3	eukaryotic translation initiation factor 4E member 3	6		translational initiation			IEA	KW-0396 	J:60000 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		IRES-dependent translational initiation of linear mRNA			IDA		J:207460 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		negative regulation of translational initiation			IBA	PTN000292586 	J:265628 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		negative regulation of translational initiation			IDA		J:101704 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		negative regulation of translational initiation			ISO	RGD:620259 	J:155856 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		negative regulation of translational initiation			ISO	Q13541 	J:164563 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:103267	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	8		regulation of translational initiation			TAS		J:27764 	
MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	10		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	10		negative regulation of translational initiation			IBA	PTN000292586 	J:265628 	
MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	10		negative regulation of translational initiation			IMP		J:102163 J:162956 J:194221 	
MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	10		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	10		regulation of translational initiation			TAS		J:51748 	
MGI:1270847	Eif4ebp3	eukaryotic translation initiation factor 4E binding protein 3	18		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:1270847	Eif4ebp3	eukaryotic translation initiation factor 4E binding protein 3	18		negative regulation of translational initiation			IBA	PTN000292586 	J:265628 	
MGI:1270847	Eif4ebp3	eukaryotic translation initiation factor 4E binding protein 3	18		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	11		negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA			ISO	Q9NRA8 	J:164563 	
MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	11		negative regulation of translation			IBA	PTN001283523 	J:265628 	
MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	11		negative regulation of translation	happens in cerebral cortex,regulates a function/process that happens in cerebral cortex		IMP		J:217461 	
MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	11		negative regulation of translation			ISO	Q9NRA8 	J:164563 	
MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	11		positive regulation of miRNA mediated inhibition of translation			ISO	Q9NRA8 	J:164563 	
MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	11		positive regulation of nuclear-transcribed mRNA poly(A) tail shortening			ISO	Q9NRA8 	J:164563 	
MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	11		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		positive regulation of miRNA mediated inhibition of translation			ISO	Q04637 	J:164563 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		positive regulation of translation in response to endoplasmic reticulum stress			ISO	Q04637 	J:164563 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		regulation of translation			IBA	MGI:109207 P78344 PTN000583430 S000003017 	J:265628 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		regulation of translational initiation			ISO	Q04637 	J:164563 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		translation			IBA	MGI:109207 P78344 PTN000583430 S000003017 	J:265628 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		translation			ISO	Q04637 	J:164563 	
MGI:2384784	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	16		translational initiation			IBA	MGI:109207 P78344 PTN000583430 S000003017 	J:265628 	
MGI:109207	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	7		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:109207	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	7		regulation of translational initiation			IDA		J:38320 	
MGI:109207	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	7		regulation of translational initiation			ISO	P78344 	J:164563 	
MGI:109207	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	7		translation			IEA	KW-0648 	J:60000 	
MGI:109207	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	7		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1923935	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3	4		positive regulation of translation	regulates a function/process that happens in testis,regulates a function/process that happens in spermatocyte,regulates Hspa2		IMP	MGI:3512906 	J:159444 	
MGI:1923935	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3	4		regulation of translation			IBA	MGI:109207 P78344 PTN000583430 S000003017 	J:265628 	
MGI:1923935	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3	4		translation			IBA	MGI:109207 P78344 PTN000583430 S000003017 	J:265628 	
MGI:1923935	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3	4		translational initiation			IBA	MGI:109207 P78344 PTN000583430 S000003017 	J:265628 	
MGI:1341822	Eif4h	eukaryotic translation initiation factor 4H	5		formation of translation preinitiation complex			IBA	PTN000579859 	J:265628 	
MGI:1341822	Eif4h	eukaryotic translation initiation factor 4H	5		translation			IEA	KW-0648 	J:60000 	
MGI:1341822	Eif4h	eukaryotic translation initiation factor 4H	5		translational initiation			IEA	KW-0396 	J:60000 	
MGI:95309	Eif5	eukaryotic translation initiation factor 5	12		formation of cytoplasmic translation initiation complex			IBA	PTN000543393 	J:265628 	
MGI:95309	Eif5	eukaryotic translation initiation factor 5	12		formation of translation preinitiation complex			IBA	PTN000543393 	J:265628 	
MGI:95309	Eif5	eukaryotic translation initiation factor 5	12		formation of translation preinitiation complex			ISO	RGD:619861 	J:155856 	
MGI:95309	Eif5	eukaryotic translation initiation factor 5	12		regulation of translational initiation			ISO	P55010 	J:164563 	
MGI:95309	Eif5	eukaryotic translation initiation factor 5	12		translation			IEA	KW-0648 	J:60000 	
MGI:95309	Eif5	eukaryotic translation initiation factor 5	12		translational initiation			IEA	IPR002735 IPR016189 IPR016190 	J:72247 	
MGI:95309	Eif5	eukaryotic translation initiation factor 5	12		translational initiation			IEA	KW-0396 	J:60000 	
MGI:106248	Eif5a	eukaryotic translation initiation factor 5A	11		positive regulation of translational elongation			IBA	PTN000186902 	J:265628 	
MGI:106248	Eif5a	eukaryotic translation initiation factor 5A	11		positive regulation of translational termination			IEA	IPR019769 IPR020189 	J:72247 	
MGI:106248	Eif5a	eukaryotic translation initiation factor 5A	11		translation			IEA	KW-0648 	J:60000 	
MGI:106248	Eif5a	eukaryotic translation initiation factor 5A	11		translational elongation			IEA	KW-0251 	J:60000 	
MGI:1933735	Eif5a2	eukaryotic translation initiation factor 5A2	3		positive regulation of translational elongation			IBA	PTN000186902 	J:265628 	
MGI:1933735	Eif5a2	eukaryotic translation initiation factor 5A2	3		positive regulation of translational termination			IEA	IPR019769 IPR020189 	J:72247 	
MGI:1933735	Eif5a2	eukaryotic translation initiation factor 5A2	3		regulation of translation			IBA	PTN000186902 S000000760 	J:265628 	
MGI:1933735	Eif5a2	eukaryotic translation initiation factor 5A2	3		translation			IBA	PTN000186902 S000000760 	J:265628 	
MGI:1933735	Eif5a2	eukaryotic translation initiation factor 5A2	3		translational elongation			IBA	PTN000186902 S000000760 	J:265628 	
MGI:2441772	Eif5b	eukaryotic translation initiation factor 5B	1		regulation of translation			IBA	O60841 PTN000561881 S000000033 	J:265628 	
MGI:2441772	Eif5b	eukaryotic translation initiation factor 5B	1		regulation of translational initiation			ISO	O60841 	J:164563 	
MGI:2441772	Eif5b	eukaryotic translation initiation factor 5B	1		translation			IBA	O60841 PTN000561881 S000000033 	J:265628 	
MGI:2441772	Eif5b	eukaryotic translation initiation factor 5B	1		translational initiation			IBA	O60841 PTN000561881 S000000033 	J:265628 	
MGI:1196288	Eif6	eukaryotic translation initiation factor 6	2		miRNA mediated inhibition of translation			ISO	P56537 	J:164563 	
MGI:1196288	Eif6	eukaryotic translation initiation factor 6	2		positive regulation of translation			IMP		J:226984 	
MGI:1196288	Eif6	eukaryotic translation initiation factor 6	2		translation			IEA	KW-0648 	J:60000 	
MGI:1196288	Eif6	eukaryotic translation initiation factor 6	2		translational initiation			IEA	KW-0396 	J:60000 	
MGI:1100851	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	8		positive regulation of translation			IDA		J:175944 	
MGI:1100851	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	8		positive regulation of translation			IMP		J:175944 	
MGI:1100851	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	8		positive regulation of translation			ISO	Q15717 	J:175944 	
MGI:1100851	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	8		regulation of translation			ISO	B4DVB8 	J:191937 	
