MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1270841	Cry1	cryptochrome 1 (photolyase-like)	10		negative regulation of glucocorticoid secretion			IGI	Q9R194 	J:198214 	
MGI:1270859	Cry2	cryptochrome 2 (photolyase-like)	2		negative regulation of glucocorticoid secretion			IGI	P97784 	J:198214 	
MGI:1339752	Csf2	colony stimulating factor 2 (granulocyte-macrophage)	11		histamine secretion			ISO	RGD:621065 	J:155856 	
MGI:88541	Csn2	casein beta	5		lactation			ISO	P05814 	J:164563 	
MGI:107461	Csn3	casein kappa	5		lactation			IBA	PTN000895253 	J:265628 	
MGI:107461	Csn3	casein kappa	5		lactation			IMP	MGI:3640309 	J:110223 	
MGI:107461	Csn3	casein kappa	5		lactation			ISO	P07498 	J:164563 	
MGI:1352747	Cspg5	chondroitin sulfate proteoglycan 5	9		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in midbrain		IMP		J:99761 	
MGI:1352747	Cspg5	chondroitin sulfate proteoglycan 5	9		regulation of synaptic vesicle exocytosis	happens in GABA-ergic synapse,happens in midbrain		IMP		J:99761 	
MGI:1201686	Ctbp2	C-terminal binding protein 2	7		synaptic vesicle docking	happens in photoreceptor ribbon synapse		IDA		J:233453 	
MGI:1201686	Ctbp2	C-terminal binding protein 2	7		synaptic vesicle docking	happens in photoreceptor ribbon synapse		IMP		J:233453 	
MGI:103556	Cxcl12	chemokine (C-X-C motif) ligand 12	6		positive regulation of dopamine secretion			ISO	RGD:3651 	J:155856 	
MGI:2386848	Cyb5r4	cytochrome b5 reductase 4	9		insulin secretion			IMP	MGI:3050973 	J:91486 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		positive regulation of mucus secretion	regulates a function/process that happens in goblet cell		IMP	MGI:3526726 	J:206181 	
MGI:1270149	Cyp2j5	cytochrome P450, family 2, subfamily j, polypeptide 5	4		positive regulation of estrogen secretion			IMP	MGI:3836754 	J:146047 	
MGI:1270149	Cyp2j5	cytochrome P450, family 2, subfamily j, polypeptide 5	4		renal tubular secretion			IMP	MGI:3836754 	J:146047 	
MGI:88587	Cyp19a1	cytochrome P450, family 19, subfamily a, polypeptide 1	9		positive regulation of estradiol secretion			ISO	P11511 	J:164563 	
MGI:1098274	Cyp27b1	cytochrome P450, family 27, subfamily b, polypeptide 1	10		positive regulation of parathyroid hormone secretion			ISO	RGD:69192 	J:155856 	
MGI:106040	Cyp51	cytochrome P450, family 51	5		negative regulation of protein secretion	happens in microglial cell,happens in extracellular space,is a part of negative regulation of amyloid-beta clearance,uses UniProtKB:Q9JHR7,is a part of negative regulation of protein catabolic process		IMP		J:268009 	
MGI:1334257	Cyth1	cytohesin 1	11		regulation of synaptic vesicle exocytosis			ISO	RGD:620397 	J:155856 	
MGI:107893	D6Wsu163e	DNA segment, Chr 6, Wayne State University 163, expressed	6		regulation of mast cell degranulation			IBA	PTN002703135 	J:265628 	
MGI:107893	D6Wsu163e	DNA segment, Chr 6, Wayne State University 163, expressed	6		regulation of mast cell degranulation			ISO	RGD:1311164 	J:155856 	
MGI:109175	Dab2	disabled 2, mitogen-responsive phosphoprotein	15		positive regulation of aldosterone secretion			ISO	RGD:621007 	J:155856 	
MGI:99216	Ddr1	discoidin domain receptor family, member 1	17		lactation			IEA	KW-0421 	J:60000 	
MGI:1333825	Dgat1	diacylglycerol O-acyltransferase 1	15		insulin secretion			ISO	RGD:628673 	J:155856 	
MGI:2443430	Dgki	diacylglycerol kinase, iota	6		neurotransmitter secretion			IMP	MGI:3584141 	J:168713 	
MGI:2443430	Dgki	diacylglycerol kinase, iota	6		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IMP		J:168713 	
MGI:2443430	Dgki	diacylglycerol kinase, iota	6		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:168713 	
MGI:1338833	Dio2	deiodinase, iodothyronine, type II	12		thyroid-stimulating hormone secretion			TAS		J:115535 	
MGI:99670	Dmtn	dematin actin binding protein	14		protein secretion by platelet			IMP		J:192631 	
MGI:103268	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1	2		regulation of protein secretion			ISO	Q96KC8 	J:164563 	
MGI:1921256	Dnm1l	dynamin 1-like	16		positive regulation of protein secretion			ISO	O00429 	J:164563 	
MGI:1921256	Dnm1l	dynamin 1-like	16		positive regulation of synaptic vesicle exocytosis			ISO	RGD:620416 	J:155856 	
MGI:109446	Doc2a	double C2, alpha	7		exocytosis			IEA	KW-0268 	J:60000 	
MGI:109446	Doc2a	double C2, alpha	7		regulation of calcium ion-dependent exocytosis			IMP		J:133380 	
MGI:109446	Doc2a	double C2, alpha	7		regulation of calcium ion-dependent exocytosis			ISO	Q14183 	J:164563 	
MGI:109446	Doc2a	double C2, alpha	7		spontaneous neurotransmitter secretion	happens near excitatory synapse,happens near excitatory synapse		IDA		J:174823 	
MGI:109446	Doc2a	double C2, alpha	7		spontaneous neurotransmitter secretion			IGI	MGI:102788 MGI:1100497 MGI:1926250 	J:174823 	
MGI:1100497	Doc2b	double C2, beta	11		calcium ion-regulated exocytosis of neurotransmitter			IMP		J:158605 	
MGI:1100497	Doc2b	double C2, beta	11		calcium ion-regulated exocytosis of neurotransmitter			ISO	RGD:620519 	J:155856 	
MGI:1100497	Doc2b	double C2, beta	11		positive regulation of calcium ion-dependent exocytosis			ISO	RGD:620519 	J:155856 	
MGI:1100497	Doc2b	double C2, beta	11		positive regulation of insulin secretion			IMP		J:161112 	
MGI:1100497	Doc2b	double C2, beta	11		regulation of calcium ion-dependent exocytosis			IEA	IPR030535 	J:72247 	
MGI:1100497	Doc2b	double C2, beta	11		spontaneous neurotransmitter secretion			IDA		J:174823 	
MGI:1100497	Doc2b	double C2, beta	11		spontaneous neurotransmitter secretion			IGI	MGI:102788 MGI:109446 MGI:1926250 	J:174823 	
MGI:1926250	Doc2g	double C2, gamma	19		spontaneous neurotransmitter secretion			IGI	MGI:102788 MGI:109446 MGI:1100497 	J:174823 	
MGI:1349763	Dpysl2	dihydropyrimidinase-like 2	14		positive regulation of glutamate secretion			ISO	RGD:2517 	J:155856 	
MGI:99578	Drd1	dopamine receptor D1	13		regulation of synaptic vesicle exocytosis	happens in corpus striatum		EXP		J:200058 	
MGI:99578	Drd1	dopamine receptor D1	13		regulation of synaptic vesicle exocytosis	happens in corpus striatum		IDA		J:200058 	
MGI:94924	Drd2	dopamine receptor D2	9		acid secretion			ISO	RGD:2520 	J:155856 	
MGI:94924	Drd2	dopamine receptor D2	9		arachidonic acid secretion			ISO	P14416 	J:164563 	
MGI:94924	Drd2	dopamine receptor D2	9		negative regulation of dopamine secretion			ISO	RGD:2520 	J:155856 	
MGI:94924	Drd2	dopamine receptor D2	9		negative regulation of insulin secretion			ISO	RGD:2520 	J:155856 	
MGI:94924	Drd2	dopamine receptor D2	9		negative regulation of protein secretion			ISO	P14416 	J:164563 	
MGI:94924	Drd2	dopamine receptor D2	9		positive regulation of growth hormone secretion			IMP	MGI:1857875 	J:106832 	
MGI:94924	Drd2	dopamine receptor D2	9		positive regulation of renal sodium excretion	regulates a function/process that has the participant metanephros		IMP	MGI:1857875 	J:103181 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of dopamine secretion			IBA	PTN001545416 	J:265628 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of dopamine secretion	regulates a function/process that happens in corpus striatum	PR:P61168-2	IMP	MGI:2387895 MGI:2675755 	J:112235 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of synaptic vesicle exocytosis	happens in corpus striatum		EXP		J:200058 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of synaptic vesicle exocytosis	happens in dopaminergic synapse,happens in corpus striatum		EXP		J:79144 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of synaptic vesicle exocytosis	happens in corpus striatum		IDA		J:200058 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of synaptic vesicle exocytosis	happens in dopaminergic synapse,happens in corpus striatum		IDA		J:79144 	
MGI:94924	Drd2	dopamine receptor D2	9		regulation of synaptic vesicle exocytosis	happens in dopaminergic synapse,happens in corpus striatum		IMP		J:79144 	
MGI:94925	Drd3	dopamine receptor D3	16		acid secretion			ISO	RGD:2521 	J:155856 	
MGI:94925	Drd3	dopamine receptor D3	16		arachidonic acid secretion			ISO	P35462 	J:164563 	
MGI:94925	Drd3	dopamine receptor D3	16		negative regulation of protein secretion			ISO	P35462 	J:164563 	
MGI:94925	Drd3	dopamine receptor D3	16		positive regulation of renal sodium excretion			ISO	RGD:2521 	J:155856 	
MGI:94925	Drd3	dopamine receptor D3	16		regulation of dopamine secretion			IBA	PTN001545416 	J:265628 	
MGI:94925	Drd3	dopamine receptor D3	16		regulation of dopamine secretion	regulates a function/process that happens in corpus striatum		IMP	MGI:3044114 	J:46772 	
MGI:94925	Drd3	dopamine receptor D3	16		regulation of dopamine secretion	regulates a function/process that happens in caudate-putamen		IMP	MGI:3698033 	J:117918 	
MGI:94925	Drd3	dopamine receptor D3	16		regulation of dopamine secretion			ISO	RGD:2521 	J:155856 	
MGI:94926	Drd4	dopamine receptor D4	7		arachidonic acid secretion			ISO	P21917 	J:164563 	
MGI:94926	Drd4	dopamine receptor D4	7		negative regulation of protein secretion			ISO	P21917 	J:164563 	
MGI:94926	Drd4	dopamine receptor D4	7		regulation of neurotransmitter secretion			ISO	RGD:2522 	J:155856 	
MGI:94926	Drd4	dopamine receptor D4	7		regulation of synaptic vesicle exocytosis			ISO	RGD:2522 	J:155856 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization			ISO	RGD:1590759 	J:155856 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		positive regulation of neurotransmitter secretion			IMP		J:137024 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		regulation of dopamine secretion			IMP		J:154762 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		regulation of synaptic vesicle exocytosis			IBA	PTN002702071 	J:265628 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IDA		J:137024 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:137024 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IMP		J:137024 	
MGI:2137586	Dtnbp1	dystrobrevin binding protein 1	13		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:137024 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		neurotransmitter secretion	happens in cerebellum,happens in CNS neuron (sensu Vertebrata)		IGI	MGI:98961 	J:111190 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IDA		J:227221 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IMP		J:227221 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IPI		J:227221 	
MGI:1926146	Ecrg4	ECRG4 augurin precursor	1		positive regulation of corticosterone secretion			ISO	Q9H1Z8 	J:164563 	
MGI:1926146	Ecrg4	ECRG4 augurin precursor	1		positive regulation of corticotropin secretion			ISO	Q9H1Z8 	J:164563 	
MGI:1926146	Ecrg4	ECRG4 augurin precursor	1		positive regulation of corticotropin-releasing hormone secretion			ISO	Q9H1Z8 	J:164563 	
MGI:1926146	Ecrg4	ECRG4 augurin precursor	1		vasopressin secretion			ISO	Q9H1Z8 	J:164563 	
MGI:95283	Edn1	endothelin 1	13		body fluid secretion	happens in collecting duct		IMP	MGI:3044563 MGI:3054057 	J:91968 	
MGI:95283	Edn1	endothelin 1	13		histamine secretion			ISO	RGD:2532 	J:155856 	
MGI:95283	Edn1	endothelin 1	13		negative regulation of hormone secretion			ISO	RGD:2532 	J:155856 	
MGI:95283	Edn1	endothelin 1	13		peptide hormone secretion			ISO	P05305 	J:164563 	
MGI:95283	Edn1	endothelin 1	13		positive regulation of hormone secretion			ISO	P05305 	J:164563 	
MGI:95283	Edn1	endothelin 1	13		positive regulation of prostaglandin secretion			ISO	RGD:2532 	J:155856 	
MGI:95283	Edn1	endothelin 1	13		positive regulation of renal sodium excretion	regulates a function/process that has the participant collecting duct		IMP	MGI:3044563 MGI:3054057 	J:91968 	
MGI:95284	Edn2	endothelin 2	4		negative regulation of hormone secretion			ISO	RGD:2533 	J:155856 	
MGI:95284	Edn2	endothelin 2	4		positive regulation of hormone secretion			ISO	RGD:2533 	J:155856 	
MGI:95285	Edn3	endothelin 3	2		negative regulation of hormone secretion			ISO	RGD:2534 	J:155856 	
MGI:95285	Edn3	endothelin 3	2		peptide hormone secretion			ISO	P14138 	J:164563 	
MGI:95285	Edn3	endothelin 3	2		positive regulation of hormone secretion			ISO	P14138 	J:164563 	
MGI:95285	Edn3	endothelin 3	2		regulation of neurotransmitter secretion			ISO	RGD:2534 	J:155856 	
MGI:105923	Ednra	endothelin receptor type A	8		histamine secretion			ISO	RGD:2535 	J:155856 	
MGI:102720	Ednrb	endothelin receptor type B	14		positive regulation of renal sodium excretion			ISO	RGD:2536 	J:155856 	
MGI:102720	Ednrb	endothelin receptor type B	14		renin secretion into blood stream			IMP	MGI:3693642 	J:116002 	
MGI:107444	Efna5	ephrin A5	17		regulation of insulin secretion involved in cellular response to glucose stimulus			IMP		J:177156 	
MGI:95290	Egf	epidermal growth factor	3		negative regulation of secretion			ISO	P01133 	J:164563 	
MGI:95290	Egf	epidermal growth factor	3		regulation of protein secretion			ISO	RGD:2542 	J:155856 	
MGI:1341830	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	6		lactation	has the participant mammary gland		IMP	MGI:3774276 	J:141100 	
MGI:1289332	Eipr1	EARP complex and GARP complex interacting protein 1	12		regulation of insulin secretion			ISO	RGD:1305817 	J:155856 	
MGI:1891189	Ensa	endosulfine alpha	3		regulation of insulin secretion			ISO	O43768 	J:73065 	
MGI:102805	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1	19		negative regulation of dopamine secretion			ISO	RGD:69265 	J:155856 	
MGI:1919286	Eny2	ENY2 transcription and export complex 2 subunit	15		negative regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	RGD:1596439 	J:155856 	
MGI:99654	Epha5	Eph receptor A5	5		regulation of insulin secretion involved in cellular response to glucose stimulus			IDA		J:177156 	
MGI:1915003	Eqtn	equatorin, sperm acrosome associated	4		acrosomal vesicle exocytosis			IBA	PTN001615108 	J:265628 	
MGI:1915003	Eqtn	equatorin, sperm acrosome associated	4		acrosomal vesicle exocytosis	happens in sperm		IMP		J:177031 	
MGI:95411	Erbb3	erb-b2 receptor tyrosine kinase 3	10		negative regulation of secretion			ISO	P21860 	J:164563 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		lactation			IMP		J:178286 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		lactation			ISO	Q15303 	J:164563 	
MGI:2151013	Erc1	ELKS/RAB6-interacting/CAST family member 1	6		synaptic vesicle priming	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:240200 	
MGI:2151013	Erc1	ELKS/RAB6-interacting/CAST family member 1	6		synaptic vesicle priming	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:240200 	
MGI:1098749	Erc2	ELKS/RAB6-interacting/CAST family member 2	14		synaptic vesicle priming	happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:155764 	
MGI:1098749	Erc2	ELKS/RAB6-interacting/CAST family member 2	14		synaptic vesicle priming	happens in GABA-ergic synapse,happens in hippocampal formation		IMP		J:155764 	
MGI:1914647	Erp29	endoplasmic reticulum protein 29	5		negative regulation of protein secretion			ISO	P30040 	J:164563 	
MGI:1914647	Erp29	endoplasmic reticulum protein 29	5		protein secretion			IEA	IPR012883 	J:72247 	
MGI:2445020	Exoc1	exocyst complex component 1	5		exocytosis			IBA	PTN000412973 	J:265628 	
MGI:2445020	Exoc1	exocyst complex component 1	5		positive regulation of protein secretion			ISO	Q9NV70 	J:164563 	
MGI:3647743	Exoc1l	exocyst complex component 1 like	5		exocytosis			IBA	PTN000412973 	J:265628 	
MGI:1913732	Exoc2	exocyst complex component 2	13		exocytosis			IBA	PTN000315823 	J:265628 	
MGI:1913732	Exoc2	exocyst complex component 2	13		positive regulation of exocytosis			TAS		J:83311 	
MGI:2443972	Exoc3	exocyst complex component 3	13		exocytosis			IBA	PTN000480155 	J:265628 	
MGI:3041195	Exoc3l	exocyst complex component 3-like	8		exocytosis			IBA	PTN000480155 	J:265628 	
MGI:3041195	Exoc3l	exocyst complex component 3-like	8		exocytosis			IDA		J:150915 	
MGI:3041195	Exoc3l	exocyst complex component 3-like	8		peptide hormone secretion			IDA		J:150915 	
MGI:1921713	Exoc3l2	exocyst complex component 3-like 2	7		exocytosis			IBA	PTN000480155 	J:265628 	
MGI:1921363	Exoc3l4	exocyst complex component 3-like 4	12		exocytosis			IBA	PTN000480155 	J:265628 	
MGI:1096376	Exoc4	exocyst complex component 4	6		exocytosis			IBA	PTN000365473 	J:265628 	
MGI:1096376	Exoc4	exocyst complex component 4	6		vesicle docking involved in exocytosis			IEA	IPR007191 	J:72247 	
MGI:1096376	Exoc4	exocyst complex component 4	6		vesicle tethering involved in exocytosis			IEA	IPR039682 	J:72247 	
MGI:2145645	Exoc5	exocyst complex component 5	14		exocytosis			IBA	PTN000250585 	J:265628 	
MGI:1351611	Exoc6	exocyst complex component 6	19		exocytosis			IBA	PTN000294823 	J:265628 	
MGI:1351611	Exoc6	exocyst complex component 6	19		vesicle docking involved in exocytosis			IEA	IPR007225 	J:72247 	
MGI:1923164	Exoc6b	exocyst complex component 6B	6		exocytosis			IBA	PTN000294823 	J:265628 	
MGI:1923164	Exoc6b	exocyst complex component 6B	6		vesicle docking involved in exocytosis			IEA	IPR007225 	J:72247 	
MGI:1859270	Exoc7	exocyst complex component 7	11		exocytosis			IBA	PTN000283859 	J:265628 	
MGI:2142527	Exoc8	exocyst complex component 8	8		exocytosis			ISO	Q8IYI6 	J:73065 	
MGI:2443248	Exph5	exophilin 5	9		positive regulation of exocytosis			IBA	PTN000485897 	J:265628 	
MGI:2443248	Exph5	exophilin 5	9		positive regulation of exocytosis			ISO	Q8NEV8 	J:164563 	
MGI:2443248	Exph5	exophilin 5	9		positive regulation of protein secretion			IBA	PTN000485897 	J:265628 	
MGI:2443248	Exph5	exophilin 5	9		positive regulation of protein secretion			ISO	Q8NEV8 	J:164563 	
MGI:98931	Ezr	ezrin	17		positive regulation of protein secretion			ISO	P15311 	J:164563 	
MGI:101802	F2r	coagulation factor II (thrombin) receptor	13		negative regulation of renin secretion into blood stream			IDA		J:182471 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		positive regulation of eosinophil degranulation			ISO	P55085 	J:164563 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		positive regulation of renin secretion into blood stream			IDA		J:182471 	
MGI:1270150	Fam3b	FAM3 metabolism regulating signaling molecule B	16		insulin secretion			IBA	PTN000378243 	J:265628 	
MGI:1270150	Fam3b	FAM3 metabolism regulating signaling molecule B	16		insulin secretion			IDA		J:78441 	
MGI:1270150	Fam3b	FAM3 metabolism regulating signaling molecule B	16		insulin secretion			ISO	P58499 	J:164563 	
MGI:1201784	Fam3d	FAM3 metabolism regulating signaling molecule D	14		negative regulation of glucagon secretion			IEA	IPR039240 	J:72247 	
MGI:1201784	Fam3d	FAM3 metabolism regulating signaling molecule D	14		negative regulation of insulin secretion			ISO	Q96BQ1 	J:164563 	
MGI:1201784	Fam3d	FAM3 metabolism regulating signaling molecule D	14		negative regulation of insulin secretion			ISS	Q96BQ1 	J:78441 	
MGI:1346091	Fbln5	fibulin 5	12		secretion			ISO	Q9UBX5 	J:164563 	
MGI:1919444	Fbxl20	F-box and leucine-rich repeat protein 20	11		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IDA		J:127941 	
MGI:1919444	Fbxl20	F-box and leucine-rich repeat protein 20	11		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:127941 	
MGI:1919444	Fbxl20	F-box and leucine-rich repeat protein 20	11		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IMP		J:127941 	
MGI:1919444	Fbxl20	F-box and leucine-rich repeat protein 20	11		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:127941 	
MGI:95494	Fcer1a	Fc receptor, IgE, high affinity I, alpha polypeptide	1		positive regulation of mast cell degranulation	regulates a function/process that happens in mast cell		IDA		J:37676 	
MGI:95494	Fcer1a	Fc receptor, IgE, high affinity I, alpha polypeptide	1		serotonin secretion	happens in mast cell		IDA		J:37676 	
MGI:95494	Fcer1a	Fc receptor, IgE, high affinity I, alpha polypeptide	1		serotonin secretion			IMP	MGI:2383982 	J:39250 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		positive regulation of mast cell degranulation	regulates a function/process that happens in mast cell		IDA		J:88051 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		positive regulation of mast cell degranulation	regulates a function/process that happens in mast cell		IMP	MGI:2384004 	J:88051 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		serotonin secretion by platelet			IMP		J:40327 	
MGI:95500	Fcgr3	Fc receptor, IgG, low affinity III	1		serotonin secretion			IDA		J:31133 	
MGI:105917	Fer	fer (fms/fps related) protein kinase	17		regulation of mast cell degranulation			IBA	PTN000700775 	J:265628 	
MGI:95514	Fes	feline sarcoma oncogene	7		regulation of mast cell degranulation			IBA	PTN000700775 	J:265628 	
MGI:95514	Fes	feline sarcoma oncogene	7		regulation of mast cell degranulation			ISO	P07332 	J:164563 	
MGI:2684079	Ffar1	free fatty acid receptor 1	7		insulin secretion			IMP	MGI:3713759 	J:122092 	
MGI:2684079	Ffar1	free fatty acid receptor 1	7		positive regulation of insulin secretion			IMP		J:215962 	
MGI:2684079	Ffar1	free fatty acid receptor 1	7		positive regulation of insulin secretion			ISO	RGD:628613 	J:155856 	
MGI:2441731	Ffar2	free fatty acid receptor 2	7		regulation of peptide hormone secretion			IDA		J:211230 	
MGI:2441731	Ffar2	free fatty acid receptor 2	7		regulation of peptide hormone secretion			IMP		J:191508 	
MGI:2685324	Ffar3	free fatty acid receptor 3	7		regulation of norepinephrine secretion			IMP		J:185607 	
MGI:2685324	Ffar3	free fatty acid receptor 3	7		regulation of peptide hormone secretion			IMP		J:191508 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		ghrelin secretion			IMP		J:282608 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		hormone secretion			IBA	PTN001202518 	J:265628 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		hormone secretion			IDA		J:95456 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		negative regulation of somatostatin secretion			IMP		J:211675 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		positive regulation of glucagon secretion			IMP		J:214106 	
MGI:1316726	Fga	fibrinogen alpha chain	3		positive regulation of exocytosis			ISO	P02671 	J:164563 	
MGI:1316726	Fga	fibrinogen alpha chain	3		positive regulation of peptide hormone secretion			IBA	PTN000441572 	J:265628 	
MGI:1316726	Fga	fibrinogen alpha chain	3		positive regulation of peptide hormone secretion			ISO	P02671 	J:164563 	
MGI:1316726	Fga	fibrinogen alpha chain	3		positive regulation of protein secretion			ISO	P02671 	J:164563 	
MGI:99501	Fgb	fibrinogen beta chain	3		positive regulation of exocytosis			ISO	P02675 	J:164563 	
MGI:99501	Fgb	fibrinogen beta chain	3		positive regulation of peptide hormone secretion			ISO	P02675 	J:164563 	
MGI:99501	Fgb	fibrinogen beta chain	3		positive regulation of protein secretion			ISO	P02675 	J:164563 	
MGI:95521	Fgf7	fibroblast growth factor 7	2		secretion by lung epithelial cell involved in lung growth			ISO	P21781 	J:164563 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		regulation of saliva secretion			ISO	O15520 	J:164563 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		secretion by lung epithelial cell involved in lung growth			IBA	PTN002608294 	J:265628 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		secretion by lung epithelial cell involved in lung growth			ISO	O15520 	J:164563 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		tear secretion			ISO	O15520 	J:164563 	
MGI:1891427	Fgf23	fibroblast growth factor 23	6		negative regulation of hormone secretion			ISO	RGD:620178 	J:155856 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of parathyroid hormone secretion			IGI	MGI:95525 	J:206158 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		positive regulation of parathyroid hormone secretion			IGI	MGI:95522 	J:206158 	
MGI:95526	Fgg	fibrinogen gamma chain	3		positive regulation of exocytosis			ISO	P02679 	J:164563 	
MGI:95526	Fgg	fibrinogen gamma chain	3		positive regulation of peptide hormone secretion			ISO	P02679 	J:164563 	
MGI:95526	Fgg	fibrinogen gamma chain	3		positive regulation of protein secretion			ISO	P02679 	J:164563 	
MGI:95526	Fgg	fibrinogen gamma chain	3		protein secretion			ISO	P02679 	J:164563 	
MGI:95527	Fgr	FGR proto-oncogene, Src family tyrosine kinase	4		positive regulation of mast cell degranulation			IDA		J:177211 	
MGI:1336205	Fkbp1b	FK506 binding protein 1b	12		insulin secretion			IMP	MGI:3720261 MGI:3796253 	J:136192 	
MGI:1336205	Fkbp1b	FK506 binding protein 1b	12		negative regulation of insulin secretion involved in cellular response to glucose stimulus	regulates a function/process that happens in islets of Langerhans		IMP	MGI:2182644 	J:156630 	
MGI:95564	Fmr1	FMRP translational regulator 1	X		negative regulation of synaptic vesicle exocytosis			ISO	RGD:2623 	J:155856 	
MGI:95564	Fmr1	FMRP translational regulator 1	X		regulation of neurotransmitter secretion			ISO	RGD:2623 	J:155856 	
MGI:1347476	Foxa2	forkhead box A2	2		regulation of insulin secretion involved in cellular response to glucose stimulus			IDA		J:175106 	
MGI:1927549	Foxb1	forkhead box B1	9		lactation			IMP		J:67882 	
MGI:1347463	Foxd1	forkhead box D1	13		luteinizing hormone secretion			IMP		J:195620 	
MGI:1347470	Foxf1	forkhead box F1	8		negative regulation of mast cell degranulation			IMP	MGI:2179135 	J:154288 	
MGI:1349428	Foxl2	forkhead box L2	9		positive regulation of follicle-stimulating hormone secretion			IGI	MGI:894293 	J:214944 	
MGI:1349428	Foxl2	forkhead box L2	9		positive regulation of luteinizing hormone secretion			IGI	MGI:894293 	J:214944 	
MGI:1919850	Frmd4a	FERM domain containing 4A	2		negative regulation of protein secretion	regulates a function/process that happens in neuron of cerebral cortex		IMP		J:281253 	
MGI:1919850	Frmd4a	FERM domain containing 4A	2		positive regulation of protein secretion			ISO	Q9P2Q2 	J:164563 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		secretion by cell			ISO	P09958 	J:164563 	
MGI:108520	Fzd4	frizzled class receptor 4	7		progesterone secretion	happens in serum		IMP	MGI:2387667 	J:115734 	
